105576,2005
105576,2006
105591,2003
105639,2005
105671,2005
105700,2004
105713,2005
105718,2015
105754,2006
105780,2004
105793,2004
105794,2013
105804,2001
105804,2002
105812,2000
105812,2001
105812,2002
105812,2004
105813,2002
105813,2004
105814,2000
105814,2001
105814,2002
105814,2004
105814,2005
105814,2011
105814,2014
105815,2000
105815,2001
105815,2002
105815,2004
105815,2007
105816,2000
105816,2001
105816,2002
105816,2004
105817,2000
105817,2001
105817,2002
105817,2003
105817,2004
105818,2000
105818,2001
105818,2002
105818,2003
105818,2004
105818,2016
105819,2000
105819,2001
105819,2002
105819,2004
105820,2000
105820,2001
105820,2002
105820,2004
105821,2000
105821,2001
105821,2002
105821,2004
105822,2000
105822,2001
105822,2002
105822,2004
105823,2000
105823,2001
105823,2002
105823,2004
105823,2005
105824,2000
105824,2001
105824,2002
105824,2004
105825,2000
105825,2001
105825,2002
105825,2004
105827,2000
105827,2001
105827,2002
105829,2000
105830,2000
105830,2001
105832,2000
105832,2001
105946,2004
105946,2005
105946,2011
106011,2004
106013,2005
106017,2004
106018,2004
106019,2004
106019,2005
106021,2004
106022,2004
106022,2006
106022,2010
106023,2004
106027,2004
106027,2005
106027,2006
106027,2007
106027,2008
106027,2009
106027,2011
106029,2004
106029,2005
106031,2004
106039,2005
106040,2004
106041,2007
106047,2004
106047,2005
106047,2006
106048,2005
106055,2015
106055,2020
106077,2004
106077,2005
106081,2004
106084,2004
106085,2004
106096,2006
106096,2010
106098,2010
106100,2004
106102,2004
106109,2004
106117,2004
106119,2004
106122,2004
106122,2005
106122,2006
106122,2008
106127,2004
106135,2004
106141,2004
106149,2004
106150,2004
106150,2005
106152,2004
106152,2005
106152,2007
106155,2004
106155,2005
106156,2004
106156,2005
106157,2004
106159,2004
106160,2004
106163,2004
106169,2004
106169,2007
106170,2006
106179,2004
106180,2004
106188,2004
106191,2004
106198,2004
106202,2006
106204,2004
106230,2004
106234,2004
106243,2004
106243,2007
106249,2004
106255,2004
106258,2005
106264,2005
106267,2004
106276,2004
106286,2004
106287,2004
106289,2004
106290,2004
106296,2005
106303,2004
106309,2004
106316,2004
106317,2004
106319,2004
106320,2004
106320,2005
106322,2004
106324,2004
106328,2004
106333,2004
106336,2009
106336,2010
106347,2004
106350,2004
106353,2004
106353,2010
106383,2004
106418,2004
106421,2004
106424,2012
106426,2006
106430,2004
106432,2005
106432,2006
106435,2004
106439,2004
106440,2004
106442,2004
106443,2004
106445,2004
106450,2004
106451,2004
106468,2004
106479,2004
106490,2004
106490,2006
106490,2014
106490,2019
106490,2020
106496,2004
106501,2004
106505,2004
106509,2004
106517,2004
106520,2004
106528,2004
106543,2004
106548,2004
106560,2005
106561,2004
106564,2004
106565,2004
106566,2004
106608,2004
106624,2004
106625,2004
106628,2004
106631,2004
106635,2004
106639,2004
106648,2004
106649,2004
106651,2004
106652,2004
106660,2004
106661,2004
106665,2004
106666,2004
106666,2006
106668,2004
106670,2004
106670,2008
106676,2004
106685,2004
106689,2004
106695,2004
106695,2006
106706,2004
106707,2004
106709,2008
106715,2004
106716,2004
106730,2004
106731,2004
106735,2004
106739,2007
106753,2004
106755,2004
106758,2004
106758,2005
106758,2006
106761,2004
106762,2004
106764,2004
106795,2004
106797,2004
106800,2005
106800,2006
106800,2007
106806,2005
106817,2004
106818,2004
106819,2004
106823,2004
106828,2004
106830,2004
106834,2004
106837,2004
106843,2004
106850,2007
106855,2004
106856,2004
106863,2004
106863,2005
106866,2004
106874,2004
106878,2004
106886,2004
106888,2004
106903,2004
106903,2006
106908,2006
106918,2004
106918,2008
106923,2004
106927,2004
106927,2005
106927,2006
106929,2005
106934,2004
106935,2004
106943,2005
106946,2004
106948,2004
106962,2004
106966,2004
106982,2004
106996,2004
106996,2005
106996,2006
106996,2007
106997,2004
107009,2004
107012,2004
107014,2004
107014,2005
107017,2004
107021,2004
107031,2004
107034,2004
107047,2004
107049,2004
107066,2004
107078,2004
107079,2005
107086,2004
107096,2005
107098,2005
107113,2004
107119,2004
107119,2009
107124,2004
107148,2004
107161,2004
107170,2004
107174,2004
107181,2004
107203,2008
107211,2010
107214,2005
107216,2004
107233,2004
107238,2004
107251,2004
107263,2004
107268,2004
107283,2004
107283,2007
107283,2011
107289,2004
107289,2005
107293,2004
107295,2006
107300,2008
107303,2004
107306,2004
107312,2004
107319,2004
107334,2004
107334,2006
107334,2008
107344,2004
107355,2004
107358,2004
107372,2004
107378,2005
107394,2004
107409,2004
107412,2004
107413,2004
107413,2005
107413,2006
107413,2008
107415,2008
107420,2004
107422,2004
107426,2004
107429,2004
107430,2004
107430,2005
107430,2006
107433,2004
107460,2004
107464,2004
107467,2004
107475,2005
107480,2004
107497,2004
107501,2004
107506,2004
107522,2004
107525,2004
107526,2004
107529,2006
107544,2004
